txn_id,date,account_id,counterparty,description,amount,currency
TXN-9745-0033,2025-02-06,ACC-9745,Dunmore Landscaping Group (Shymkent depot),"Warehouse contents insurance — Shymkent depot, July",-16300282.47,USD
TXN-9980-0024,2025-02-06,ACC-9980,Foxridge Maintenance Holdings Company (Atyrau terminal),Parking garage lease — April,-26434131.16,USD
TXN-B3-0026,2025-02-06,ACC-7203,Hartley Water Works (Kyzylorda station),"Interest on bilateral facility — Semey base, Q2 2025",-5686078.67,USD
TXN-F2-0048,2025-02-06,ACC-7302,Juniper Janitorial Ltd LLP,"Liability insurance — Shymkent depot, instalment 3",-1966545.13,USD
TXN-H1-0042,2025-02-06,ACC-7501,Dunmore Tax Advisory Group Ltd,"Marketing photography and artwork — Kostanay centre, period 02",-563283.11,USD
TXN-X1-0014,2025-02-06,ACC-7830,Ironwood Telecom Ltd Company,Broadband telecom invoice — Turkistan point 2024,-615087.14,USD
TXN-9920-0038,2025-02-07,ACC-9920,Hartley Tax Advisory Ltd,"Warehouse contents insurance — Kyzylorda station, H1",-8393813.17,USD
TXN-G3-0004,2025-02-07,ACC-7403,Hartley Uniforms LP (Zhezkazgan compound),"Outdoor marketing site hire — Zhezkazgan compound, Q2",-2686567.71,USD
TXN-J5-0027,2025-02-07,ACC-7605,Cedarville Power Co,Vehicle tax payment — Semey base,-2026756.30,USD
TXN-9101-0013,2025-02-08,ACC-9101,Hartley Insurance Inc (Shymkent depot),Digital media buy — search — Uralsk annex 2026,-6785257.66,USD
TXN-B3-0013,2025-02-08,ACC-7203,Ashford Leasing Inc (Pavlodar block),Ground lease instalment — period 01,-229980.22,USD
TXN-H5-0002,2025-02-08,ACC-7505,Hartley Courier Corp,Payroll for administrative staff 2025,-461617.90,USD
TXN-J3-0054,2025-02-08,ACC-7603,Maple Grove Telecom (Zhezkazgan compound),"Payroll for security detail — Kyzylorda station, period 04",-239655.08,USD
TXN-J5-0052,2025-02-08,ACC-7605,Dunmore Consulting Corp Trading House,VAT refund received — Karaganda yard,1369513.04,USD
TXN-J6-0050,2025-02-08,ACC-7606,Cedarville Security Trust (Zhezkazgan compound),Tax audit assessment payment — December,-300164120.60,USD
TXN-B3-0001,2025-02-09,ACC-7203,Hartley Courier Corp (Pavlodar block),"Interest on working capital line — Kostanay centre, April",-928936.22,USD
TXN-G2-0001,2025-02-09,ACC-7402,Ashford Leasing Inc (Aktobe hub),"Utility metering charge — Turkistan point, instalment 3",-5528432.56,USD
TXN-J6-0005,2025-02-09,ACC-7606,Crown City Water Board (Semey base),Regional marketing campaign production — period 04,-1086552.43,USD
TXN-X1-0060,2025-02-09,ACC-7830,Glenwood Realty Solutions JSC,"Monthly payroll disbursement — Atyrau terminal, May",-23471967.54,USD
TXN-9746-0029,2025-02-10,ACC-9746,Foxridge Water Works Inc Holding (Almaty office),"Interest on overdraft sweep — Oskemen unit, December 2024",-1058593.63,USD
TXN-9972-0045,2025-02-10,ACC-9972,Glenwood Leasing Holdings (Kostanay centre),"Interest on overdraft sweep — Karaganda yard, October 2024",-2547332.29,USD
TXN-B3-0032,2025-02-10,ACC-7203,Blue Ridge Payroll Services (Zhezkazgan compound),"Water supply charge — Atyrau terminal, April 2024",-1028562.76,USD
TXN-J2-0021,2025-02-10,ACC-7602,Halyk Bank of Kazakhstan JSC,Term loan facility drawdown 2025,10657513.19,USD
TXN-J3-0038,2025-02-10,ACC-7603,Halcyon Facilities Group Holding,Interest on trade facility — December 2025,-8099707.84,USD
TXN-J4-0055,2025-02-10,ACC-7604,Glenwood Consulting Inc (Karaganda yard),VAT refund received — instalment 1 2025,6879544.77,USD
TXN-KC-REV-27,2025-02-10,TELE-4471,Eastgate Realty Associates (Zhezkazgan compound),Property tax rebate — Uralsk annex 2024,5680856.61,USD
TXN-9254-0008,2025-02-11,ACC-9254,Bridgeport Utility Co (Ekibastuz block B),"Payroll for drivers — Kostanay centre, Q1",-6932311.64,USD
TXN-B3-0019,2025-02-11,ACC-7203,Hartley Water Works (Aktobe hub),Interest on escrow balance — H2 2024,8827903.99,USD
TXN-G2-0043,2025-02-11,ACC-7402,Bridgeport Water Works LP (Taraz site),Group medical insurance premium — Kostanay centre,-2867176.21,USD
TXN-J1-0097,2025-02-11,ACC-7601,Almaty Facility Services LLP,Cold store servicing and maintenance Q1,-1682077.55,USD
TXN-J2-0032,2025-02-11,ACC-7602,Dunmore Cleaning LP (Astana branch),Insurance premium refund — Oskemen unit 2026,275618.36,USD
TXN-J5-0049,2025-02-11,ACC-7605,Hartley Tax Advisory Ltd (Turkistan point),Waste water charge — Pavlodar block,-5324504.75,USD
TXN-S2-0022,2025-02-11,ACC-7002,Glenwood Janitorial LP,Quarterly interest coupon — December 2026,-25450457.28,USD
TXN-X1-0044,2025-02-11,ACC-7830,Astana Agro Media LLP,Harvest season brand marketing campaign,-411236.09,USD
TXN-9608-0017,2025-02-12,ACC-9608,Dunmore Stationery Inc (Shymkent depot),"Payroll agency rebate — Turkistan point, period 02 2026",3087233.22,USD
TXN-B2-0047,2025-02-12,ACC-7202,Bridgeport Catering Trust Holding,Water charge adjustment credit — Q4 2025,149974612.26,USD
TXN-H1-0009,2025-02-12,ACC-7501,Hartley Payroll LLC Ltd,Digital media buy — display — Almaty office 2026,-1240545.63,USD
TXN-H5-0006,2025-02-12,ACC-7505,Glenwood Maintenance Services (Oskemen unit),Interest income on treasury bills — final call 2024,310788.86,USD
TXN-J1-0016,2025-02-12,ACC-7601,Dunmore Printing Partners Trading House,Excise tax payment — H2,-5959517.79,USD
TXN-J4-0022,2025-02-12,ACC-7604,Dunmore Janitorial Services (Pavlodar block),"VAT refund received — Semey base, May 2025",1568527.42,USD
TXN-9911-0001,2025-02-13,ACC-9911,Ashford Printing Solutions (Zhezkazgan compound),Construction all-risk insurance — Almaty office,-388082.84,USD
TXN-B2-0029,2025-02-13,ACC-7202,Glenwood Payroll Inc (Atyrau terminal),Capitalised interest charge — Aktobe hub 2024,-36558824.85,EUR
TXN-G3-0044,2025-02-13,ACC-7403,Bridgeport Payroll Group Group,Rent for archive premises — instalment 1 2026,-806881.28,USD
TXN-H3-0045,2025-02-13,ACC-7503,Kazakhinstrakh Terminal Cover JSC,Insurance premiums on terminal property 2025,-236904.18,USD
TXN-9274-0002,2025-02-14,ACC-9274,Hartley Payroll LLC Company,Electricity metering correction credit — April,484802.66,USD
TXN-9290-0050,2025-02-14,ACC-9290,Eastgate Stationery LLC (Turkistan point),Insurance premium refund,1439068.60,USD
TXN-B2-0014,2025-02-14,ACC-7202,Development Bank of Kazakhstan JSC,Term loan facility drawdown for capacity expansion,18353645.93,USD
TXN-B5-0054,2025-02-14,ACC-7205,Ironwood Security LP (Kyzylorda station),Payroll advance recovered from staff — instalment 2,19185134.80,USD
TXN-F2-0023,2025-02-14,ACC-7302,Almaty Media Partners LLP,First-quarter brand marketing campaign,-205149.63,USD
TXN-G1-0009,2025-02-14,ACC-7401,Eastgate Power Inc (Shymkent depot),"Payroll for night shift — Taraz site, September",-189170.49,USD
TXN-H2-0020,2025-02-14,ACC-7502,Development Bank of Kazakhstan JSC,Term loan facility drawdown for silo expansion,16043772.19,USD
TXN-J3-0008,2025-02-14,ACC-7603,Cedarville Office Supplies Associates,"Marketing volume rebate — Ekibastuz block B, November",398583.96,USD
TXN-J6-0026,2025-02-14,ACC-7606,Atyrau Industrial Estates LLP,Operations base premises rent 2025,-412648.46,USD
TXN-9264-0010,2025-02-15,ACC-9264,Ironwood Courier Co (Taraz site),Interest on export credit line — October,-1480155.20,USD
TXN-9264-0015,2025-02-15,ACC-9264,Glenwood Waste Systems Trust Trading House,Quarterly interest coupon — Karaganda yard,-1018280.99,EUR
TXN-9739-0050,2025-02-15,ACC-9739,Foxridge Telecom LP (Kyzylorda station),Unclaimed payroll returned — H2,10667904.19,USD
TXN-G3-0042,2025-02-15,ACC-7403,Bridgeport Telecom Holdings (Uralsk annex),"Payroll accrual funding — Zhezkazgan compound, period 03 2026",-320672.54,USD
TXN-H2-0048,2025-02-15,ACC-7502,Dunmore Waste Systems LLC (Atyrau terminal),Political risk insurance — Astana branch 2026,-332590642.03,USD
TXN-S2-0053,2025-02-15,ACC-7002,Glenwood Courier LP Supply,"Interest on finance sublease — Taraz site, July",-765202.16,USD
TXN-9211-0022,2025-02-16,ACC-9211,Foxridge Building Services Trust,Payroll agency rebate — Q1,184258.68,USD
TXN-9872-0048,2025-02-16,ACC-9872,Foxridge Telecom LP (Oskemen unit),Marketing agency creative fees 2026,-1082968.50,USD
TXN-B3-0055,2025-02-16,ACC-7203,Crown City Water Board Works,Overdraft interest — Q4,-5890580.96,USD
TXN-F2-0040,2025-02-16,ACC-7302,Foxridge Maintenance Holdings,"Tax penalty settlement charge — Semey base, August",-33802808.31,USD
TXN-J6-0022,2025-02-16,ACC-7606,Dunmore Facilities Associates Trading House,Bi-weekly payroll run — instalment 3 2025,-1069961.06,USD
TXN-9225-0017,2025-02-17,ACC-9225,Hartley Courier Corp Partners (Aktobe hub),"Electricity metering correction credit — Semey base, Q2",29236890.75,USD
TXN-9595-0017,2025-02-17,ACC-9595,Eastgate Tax Advisory LP (Semey base),Waste water charge — Atyrau terminal,-713018.59,USD
TXN-9774-0036,2025-02-17,ACC-9774,Dunmore Utility Inc (Kostanay centre),"Rent for archive premises — Astana branch, instalment 3 2026",-17022281.23,USD
TXN-B5-0019,2025-02-17,ACC-7205,Juniper Building Services Partners Ltd (Zhezkazgan compound),"Rent deposit returned — Almaty office, October 2025",2264865.06,USD
TXN-H1-0037,2025-02-17,ACC-7501,Cedarville Facilities Partners,"Payroll tranche for field crew — Aktobe hub, July 2025",-5270473.45,USD
TXN-H2-0035,2025-02-17,ACC-7502,Dunmore Tax Advisory Group Group,Payroll accrual funding — Shymkent depot 2026,-1936540.74,USD
TXN-H5-0001,2025-02-17,ACC-7505,Eastgate Consulting Co Holding,"Payroll tranche for field crew — Astana branch, period 03",-503979.34,USD
TXN-J1-0093,2025-02-17,ACC-7601,Foxridge Building Services Trust LLP,Interest recovery on overpayment — Uralsk annex 2024,7293555.85,USD
TXN-S1-0034,2025-02-17,ACC-7001,Cedarville Leasing Ltd,Plant and boiler insurance premium — Uralsk annex,-1813432.18,EUR
TXN-X2-0085,2025-02-17,ACC-7831,Dunmore Consulting Corp (Zhezkazgan compound),"Unearned insurance premium return — Astana branch, instalment 3 2025",10833348.19,USD
TXN-9103-0025,2025-02-18,ACC-9103,Juniper Waste Systems Services,"Payroll clearing account sweep back — Ekibastuz block B, April 2026",2331890.57,USD
TXN-9986-0018,2025-02-18,ACC-9986,Ironwood Leasing Partners (Atyrau terminal),Environmental liability insurance 2025,-3297989.52,USD
TXN-F1-0041,2025-02-18,ACC-7301,Bridgeport Supply LP (Almaty office),Group insurance experience refund — January 2026,564505.08,USD
TXN-J6-0030,2025-02-18,ACC-7606,Ashford Tax Advisory Holdings (Almaty office),Telecom service credit received — September 2025,1176177.09,USD
TXN-S1-0003,2025-02-18,ACC-7001,Ironwood Security LP (Shymkent depot),Telecom leased line — January,-247540.30,EUR
TXN-X3-0006,2025-02-18,ACC-7832,Halyk Bank of Kazakhstan JSC,Senior term loan drawdown tranche A,23140662.85,USD
TXN-9116-0045,2025-02-19,ACC-9116,Dunmore Telecom Partners,Capitalised interest charge — Q3,-256090.63,USD
TXN-9581-0001,2025-02-19,ACC-9581,Ashford Insurance Services Works,Cold store lease — H1 2024,-3499027.95,USD
TXN-9826-0034,2025-02-19,ACC-9826,Dunmore Property LLC (Aktobe hub),"Business interruption insurance — Zhezkazgan compound, Q2",-668523.63,USD
TXN-9999-0039,2025-02-19,ACC-9999,Granger Utilities Holding (Shymkent depot),Excise tax credit received — April 2024,483653.05,USD
TXN-B5-0021,2025-02-19,ACC-7205,Glenwood Cleaning Ltd (Kostanay centre),"Marketing research panel subscription — Atyrau terminal, June 2024",-503163.49,USD
TXN-J5-0013,2025-02-19,ACC-7605,Halyk Bank of Kazakhstan JSC,Term loan facility drawdown 2025,8478951.48,USD
TXN-X1-0007,2025-02-19,ACC-7830,Maple Grove Telecom Partners,"Telecom mobile fleet plan — Ekibastuz block B, September",-11891022.24,USD
TXN-X3-0067,2025-02-19,ACC-7832,Dunmore Printing Partners Works (Turkistan point),Customs duty and tax payment 2026,-906650.08,USD
TXN-9334-0019,2025-02-20,ACC-9334,Cedarville Waste Systems Inc LLP,Marketing agency credit note — November 2025,5906070.07,EUR
TXN-9458-0007,2025-02-20,ACC-9458,Cedarville Telecom Services Works (Zhezkazgan compound),"Container yard lease — Atyrau terminal, November",-12200492.18,USD
TXN-9666-0038,2025-02-20,ACC-9666,Ironwood Maintenance Group (Astana branch),"Telecom service credit received — Aktobe hub, August 2025",3468577.44,USD
TXN-9819-0024,2025-02-20,ACC-9819,Glenwood Water Works LLC Holding,"Depot yard rent — Atyrau terminal, October 2025",-17509385.13,USD
TXN-B5-0055,2025-02-20,ACC-7205,Bridgeport Logistics Corp Ltd,Lease deposit released — Ekibastuz block B,3366294.88,USD
TXN-F1-0051,2025-02-20,ACC-7301,Development Bank of Kazakhstan JSC,Term loan facility drawdown for plant modernisation,10862502.05,USD
TXN-G3-0001,2025-02-20,ACC-7403,Halyk Bank of Kazakhstan JSC,Working-capital term loan drawdown,1340882.19,USD
TXN-H5-0005,2025-02-20,ACC-7505,Ashford Office Supplies LLC,"Default interest charge — Oskemen unit, August",-336311.08,USD
TXN-9249-0047,2025-02-21,ACC-9249,Foxridge Landscaping Corp,Interest rebate on early repayment — Aktobe hub,478913.02,USD
TXN-9772-0037,2025-02-21,ACC-9772,Glenwood Stationery Associates Holding,Insurance broker rebate — May,3154243.40,USD
TXN-9834-0014,2025-02-21,ACC-9834,Cedarville Maintenance Associates (Kostanay centre),"Electricity metering correction credit — Turkistan point, instalment 2",18260160.08,USD
TXN-F2-0031,2025-02-21,ACC-7302,Cedarville Supply Corp (Semey base),"Plant and boiler insurance premium — Uralsk annex, H1 2026",-8253162.52,USD
TXN-F2-0036,2025-02-21,ACC-7302,Dunmore Facilities Associates JSC (Uralsk annex),"Social tax remittance — Atyrau terminal, Q3 2025",-5985112.08,USD
TXN-H4-0025,2025-02-21,ACC-7504,Kingsley Tax Advisory,"Telecom leased line — Kyzylorda station, period 03",-3218270.55,USD
TXN-J6-0027,2025-02-21,ACC-7606,Sentinel Insurance Group (Aktobe hub),Group medical insurance premium — Aktobe hub 2025,-3878329.37,USD
TXN-J6-0043,2025-02-21,ACC-7606,Harborview Properties Partners (Oskemen unit),"Compressed air utility charge — Oskemen unit, June",-599493.91,USD
TXN-S1-0019,2025-02-21,ACC-7001,Ironwood Stationery Solutions (Pavlodar block),Sublet rent received — Almaty office 2025,3942445.42,USD
TXN-X1-0085,2025-02-21,ACC-7830,Dunmore Payroll Corp (Ekibastuz block B),"Unearned insurance premium return — Astana branch, instalment 3 2025",1889786.66,USD
TXN-9263-0047,2025-02-22,ACC-9263,Foxridge Office Supplies Holdings Supply,Tax overpayment refunded — period 01,7609157.58,USD
TXN-9328-0023,2025-02-22,ACC-9328,Juniper Printing Inc JSC,"Interest income on treasury bills — Astana branch, December",3065818.44,USD
TXN-G3-0043,2025-02-22,ACC-7403,Dunmore Logistics Ltd (Zhezkazgan compound),Interest income on treasury bills — Ekibastuz block B,704187.66,USD
TXN-H2-0024,2025-02-22,ACC-7502,Bridgeport Insurance Partners LLP,"Media buy rate adjustment credit — Semey base, March",509000.23,USD
TXN-H2-0041,2025-02-22,ACC-7502,Cedarville Building Services LLC (Shymkent depot),"Tax overpayment refunded — Karaganda yard, February 2025",554748.35,USD
TXN-H5-0039,2025-02-22,ACC-7505,Globex Telecom (Astana branch),Payroll top-up transfer — February 2025,-352028.66,USD
TXN-X3-0066,2025-02-22,ACC-7832,Ironwood Catering Corp Service Centre (Kostanay centre),Insurance premium refund — May,835158.53,USD
TXN-9720-0030,2025-02-23,ACC-9720,Juniper Supply Trust (Turkistan point),"Marketing volume rebate — Astana branch, final call",2446394.71,USD
TXN-9841-0021,2025-02-23,ACC-9841,Foxridge Power LLC (Turkistan point),Interest rebate on early repayment,12330599.61,USD
TXN-B5-0003,2025-02-23,ACC-7205,Foxridge Waste Systems Associates (Astana branch),Regional marketing campaign production — May 2026,-430208.89,USD
TXN-H2-0027,2025-02-23,ACC-7502,Juniper Printing Inc Ltd (Pavlodar block),Electricity for site lighting — instalment 2 2024,-709893.25,USD
TXN-J5-0028,2025-02-23,ACC-7605,Foxridge Building Services Trust (Turkistan point),Hourly staff payroll — Zhezkazgan compound 2024,-112499.77,USD
TXN-KC-REV-52,2025-02-23,TELE-4471,Eastgate Payroll Co (Turkistan point),"Payroll bonus disbursement — Zhezkazgan compound, final call",-25470399.41,USD
TXN-9674-0009,2025-02-24,ACC-9674,Kingsley Property Partners (Oskemen unit),Interest on overdraft sweep — Q1 2026,-3414804.46,USD
TXN-9931-0044,2025-02-24,ACC-9931,Bridgeport Office Supplies JSC,Interest income on treasury bills — Shymkent depot,276357.37,USD
TXN-H1-0005,2025-02-24,ACC-7501,Foxridge Waste Systems Associates (Atyrau terminal),"Liability insurance — Uralsk annex, instalment 1",-767338.29,USD
TXN-J5-0035,2025-02-24,ACC-7605,Trident Power Cooperative (Uralsk annex),Vehicle tax payment — period 01,-281141.54,USD
TXN-J6-0059,2025-02-24,ACC-7606,Dunmore Printing Partners Ltd,"Franchise tax filing — Pavlodar block, September 2025",-27814959.62,USD
TXN-9556-0041,2025-02-25,ACC-9556,Cedarville Utility Ltd (Zhezkazgan compound),Travel insurance for staff — Astana branch,-15496381.91,USD
TXN-9612-0007,2025-02-25,ACC-9612,Bridgeport Power Corp,"Digital media buy — search — Aktobe hub, period 01",-1118516.29,USD
TXN-9854-0047,2025-02-25,ACC-9854,Bridgeport Realty Inc (Karaganda yard),Payroll overfunding returned — Kyzylorda station 2025,1234469.60,USD
TXN-G2-0002,2025-02-25,ACC-7402,Cedarville Logistics Co LLP,Excise tax remittance — period 04 2026,-5648195.33,USD
TXN-H2-0012,2025-02-25,ACC-7502,Hartley Realty Holdings Company,Telecom leased line — Zhezkazgan compound,-5280609.40,EUR
TXN-J2-0051,2025-02-25,ACC-7602,Glenwood Catering Group (Semey base),Payroll clearing account sweep back — Taraz site 2026,1071393.19,USD
TXN-9378-0012,2025-02-26,ACC-9378,Dunmore Waste Systems LLC (Taraz site),Directors and officers insurance — period 01,-288842440.43,USD
TXN-9425-0030,2025-02-26,ACC-9425,Foxridge Utility (Semey base),Customer newsletter marketing production,-4755252.43,EUR
TXN-9641-0039,2025-02-26,ACC-9641,Crown City Water Board Company (Shymkent depot),Outdoor marketing site hire — Oskemen unit,-4579240.63,USD
TXN-9703-0029,2025-02-26,ACC-9703,Hartley Leasing Services (Turkistan point),Payroll for drivers — Atyrau terminal 2024,-13017573.97,USD
TXN-9969-0005,2025-02-26,ACC-9969,Foxridge Tax Advisory Corp Enterprise,Natural gas utility — Shymkent depot 2026,-3638500.85,USD
TXN-B2-0023,2025-02-26,ACC-7202,Hartley Cleaning Inc (Almaty office),Interest on bilateral facility,-8507556.09,USD
TXN-H3-0025,2025-02-26,ACC-7503,Kingsley Water Works Solutions (Taraz site),Payroll for laboratory staff — August,-235363.75,USD
